"gid","mnum","sgg_oid","col_adm_se","ntfdate","alias","remark","geom"
12,"56800004427020100164UIE1000005000",41,"44270",NULL,NULL,"무역항","01060000204214000001000000010300000001000000090000000291D5D06AE40541D38BD8E97D971741460CDB51C9E005417F2145514293174146FE28B4DADB0541B8FC111E519417418BA1BEF771D60541E39DFF1A7A9517413E9E68E96CD605411DA480307B9517418325255EDCD1054128283FD075961741603B5DE72DD60541E24A1C757F9B17412F3E6D3F18E50541964EF919489817410291D5D06AE40541D38BD8E97D971741"
54,"11920002826020220132UIE1000001006",76,"28260",NULL,"무역항","인천항","010600002042140000020000000103000000010000000C000000C27A93B0486404418557BF64A2101B414E9FBC0CDA6904417B5B6DAC87111B41286389D9EE690441CD1D63D54B111B41F29C6829176A044116EE85B03C111B4155F97881276A0441F572710216111B41E12656A6FD690441186544500F111B41CF2F2D4AD6690441B8C1D31209111B41249193B0366904411F86C93BEF101B41D26C0EC596680441245F6DACD5101B41788B6A545767044163FC0646A2101B417FE7A75ED86404410AE5815A3B101B41C27A93B0486404418557BF64A2101B4101030000000100000010000000B2D84323806B0441DA8BCB66CF111B41425204EE676A044105E18385A2111B41E92427C9366A04416952C18FAD111B41E42EFE6C206A0441B5D356D3AF111B41549464D3D469044182ABFAC3AB111B41B229A85ED269044119EB2FA2AB111B41A1DDC6E3D7690441CD8EA0DF8D111B418A856A54416404412F6C6DACA7101B41E7AF6A5497620441E448111DD9111B415826A85E7A6204418E726DAC01121B41D063B2356C620441679BC93BFF111B419A7289D954620441A7BA4E2721121B41C18656A6496A0441A265445088131B418D4E8AD9CA7A044152A5815A71161B41AAAA259E0F7C0441AB83277676141B41B2D84323806B0441DA8BCB66CF111B41"
7,"64200005117020110005UIE3000001001",340,"51170",NULL,NULL,"육상항만구역_동해항","010600002042140000010000000103000000010000001600000092407B5BE6C81741B9CCE7E8B72E1B41B2EE0000CDCA1741A01D023C1A301B415A2F628125D0174121E9ABA7F6291B41D02AF2A90BD01741C3C2D6B0DF291B41460C6DC9B7D31741BD9BF00BAE251B41B04FC861AED6174145100E3B49221B419A4006DDC8D917410E5DA6BEBC1E1B417C57CC69BDD917411EA0DABB5D1E1B414CEF4616B5D91741F90C76A2181E1B41FB12664BADD917413BFDAF8A191E1B4172E61BFF97D91741CEEF2F17271E1B419191686185D91741CEF669EF321E1B4198A7F6E678D9174139294D33301E1B41140D1C6D91D9174197A4CBD99D1E1B41A3A5A61774D61741512DC1BF25221B41C693D6CF11D0174112F275B261291B419A92D23AD1CF1741D3A6B6A9AB291B41FFF16A07B7CB174173FB1D49652E1B41B74877F5BACA17418E8B33FE802F1B416081718124C9174142C058DF5B2E1B418453A4D712C91741ED21D706762E1B4192407B5BE6C81741B9CCE7E8B72E1B41"
24,"11920003114020230049UIE6000049000",2419,"31140",NULL,NULL,NULL,"010600002042140000010000000103000000010000008A00000068A2C5E792571941625713DF50F20A419F2ED1E8925719419A7F11DD50F20A41B6B7AEBA9B571941049A86C43FF20A41D3192320A35719412AC2CEEE2CF20A41B85A6F56A9571941AA54E47218F20A41DA2BE81FAE5719413267C66202F20A412EDA5B29B1571941C6280F36EBF10A419E4C0886B2571941A0797F68D3F10A41E41D6720B25719413470B25FBBF10A41A0F04B0BB0571941386062C0A3F10A412476EB4FAC571941242D69F18CF10A4149B8886226571941EA29F2BAEFEE0A41ACA3FD82CE561941A27732C239ED0A412E947FDCC65619411249D17B13ED0A411F194F2DBA55194152836E32D3E70A413AD0A3ADB5551941F29679FFBCE70A41EEF38F294F55194156279218BBE50A412A5E56624E5419416AFE7915B9E00A4166CEF70A6751194120B82D700BE30A415351EFEB8A4E19415CE289CC54E50A419AB5F0CAEB4D19412E20650DD4E50A4111A82AB89A4B1941460A9930AEE70A41E4296E0C994B19418A8FFC87AFE70A41F07273FE984B1941A4FA56F8B0E70A4138EBC229964B19417625BEAF0EE80A41B2D4BDDBA74B1941BCC0DF1132E80A4150C05113E44B19412241CCA09BE80A412676D9AFFF4B19417C0C99FBCBE80A41B2C835CC124C1941E80D6121DEE80A419EFF3A3D164C194190885C31E2E80A412F2F61B32C4E194192B8662D81EC0A41EED2DADC384E19417A486C4EB1EC0A4161FB96CA3E4E19410A4DA59AC8EC0A4149C318E9434E19419ED3A3D3DCEC0A414C3E72994D4E194194AF156FF0EC0A41A8790EE25D4E194160A176F40CED0A41F0EC6B1D554E19417AC3E0DA20ED0A41463219504A4E1941DC9182F437ED0A41DE6E2366444E1941469D8BC342ED0A410A486ECD3E4E19414AF013E749ED0A41077A6CA03D4E194170A74B604BED0A415C0C8E16364E19413C9A489850ED0A4192AEEC482E4E194178371C4854ED0A41E85A8C4F264E1941EA00531455ED0A414C4DD05C1E4E19419822F35053ED0A4129247398164E194102EC917A4FED0A41C3E23E07134E19414229C0F84BED0A41B71DADA00F4E1941D8CDB1D447ED0A41E28E82840C4E1941921D36A942ED0A41F89EBCE8064E19410AD7A63937ED0A419D2AB8E98A4E194140BFFEE478EE0A41DDAE70B2884E1941D2C95C6672EE0A413C023202874E194134EEBD346BEE0A410E0FF9AE854E194164A7E8B463EE0A414AFF7200844E19417E7155F253EE0A414B2FE48F834E1941781DA71344EE0A41B1F88A67844E19411AF0471934EE0A41FACD4A7B864E1941900330BB24EE0A418E1016268A4E1941A200087816EE0A41E80E00F68E4E194152342BC609EE0A4110AAA63C184F19410E727974D0EC0A417255CDD71D4F1941C8087F21DCEC0A41ED9ACEC1254F1941B2DAFC67D5EC0A41D43D93722D4F194156E987FED0EC0A41B041D352354F19410613EB07CEEC0A411496D3433D4F19415889E782CCEC0A41F5F62E3E494F19414E30BDA2CBEC0A41FA939342554F1941DACF79D7CAEC0A4120A81E4D5D4F194174D1E253CBEC0A4131E19234654F1941BCEF477DCDEC0A4196B41BF86C4F1941A0029CA5D1EC0A41CCE0DE39744F19412A52086DD8EC0A418003AC80774F1941AC8147F6DCEC0A41B9CB0B9D7A4F1941F299460DE2EC0A418401B44F27541941D8CC36610DF50A41843F87C25954194192E4414067F50A41EE861759B65419415E43508505F60A41C69EE4974A551941068923010DF70A41AB4207963B56194116E539D8B2F80A413381EC892C5719414EE0F4AE58FA0A41A25FC9961F581941382D2ADA04FC0A414DCA7BE06658194182957AEA83FC0A4104E055D67D581941A236FD1DADFC0A41863FE519C65819414E114E9F2EFD0A417C48EB05DD581941CA8B6DA957FD0A4111CFC7E3365919417688C8F9EDFD0A41314F6E54BF591941D8DACD70D9FE0A41C2471E18B45A19414E4DEC5186000B41F03D53342C5B1941843C56D359010B4140E84356495B19413A53981692010B41F2F38648575B194178BF6631AC010B41E4DE0CA9625B194180773812C3010B41622A5E1E695B19417E94BC81D5010B41DF1091F26E5B19411C36EBA5F6010B41A0FBA229705B1941BE3DAACD18020B415647E6F36D5B194182D39B5E2D020B413CEDA4B1685B19413618298946020B41729425B1605B194140CC58D45D020B41FBA0A971585B1941A0ED29C071020B4182BCDE65215B1941E6BBFB93F0020B41E2241D37ED5A1941146B585B69030B418C68967FA65A1941B6C7B2A709040B4148BD8B25305B19413AE7734BFC040B414873F5EA185B19415C2E05C130050B41D85459D56F5B194196BD2BE9C9050B41BBD6D7BAB45B1941423985FE43060B41572FA195E45B1941B432041E99060B414077216C0E5C19418030A796E3060B4111C42A41445C19411EE81C4843070B418BD8267C7D5C19419CBA1A5BA7070B41B4851E69C55C194130E19FAF26080B410B02168AF85C1941B478DA9580080B417217B9696D5D19411682878E4F090B41BE811E7CE05D194146B2BB9C1A0A0B41A48DD16F615E194180A2A868FE0A0B414CF7315EDC5E194162DA2BF4D70B0B4112FD5CEC595F194144D69F35B70C0B418C9D80F4C55F1941A8A6FDE3750D0B41B9C994E8256019415C2E24BF1F0E0B41AAFD33816E6019415A99A210A00E0B4104E5F4A7A96019413A87E823080F0B41E6C17F4CC7601941A22F2C763D0F0B41092A1FD5CD60194164666374480F0B41D22D26A4CB611941AE5C21D2160E0B4152528FE378621941B87CFEEA450D0B4140492A0ED3631941F2ABB2FAA40B0B4162FDF62A1C641941AA5BC46E4C0B0B414E54F5E04F641941EE5F4E140E0B0B41FAD24A696364194138B1C99CF60A0B413C01AEF207601941AAAAE3D281FC0A4149A2B8F207601941EEB7CACE81FC0A4178D3E996006019415C95406969FC0A4127B07378E95B194104F0635BD8EE0A41A61DB1E9785B1941A86C896D32EF0A41F695DA8CB15A1941B2E8B5ECD1EF0A4129C3FD80455819419EDE9AFCC1F10A41DCE8579ACA571941C851124F24F20A4168A2C5E792571941625713DF50F20A41"
43,"16110003114020110436UIE3000001556",481,"31140",NULL,NULL,NULL,"0106000020421400000100000001030000000100000039000000962FCAC2A13F1941CABEE3E67BEC0A416419E5BFD93F19418A0C234808EC0A41B34521D2144019413C0409EA9EEB0A410E05635C494019413C74A02936EB0A413E5FFFC679401941964BDF8EC5EA0A4100E2B881A5401941F09BE8654DEA0A4120E4AFF4CA40194166B2BFE5CCE90A4180118EA8EC4019414640C0E042E90A41500BA72F0F4119411E09AC7CB2E80A41D2FAA11833411941826A8DFD1FE80A417C41AAB75C4119416A73D6D78AE70A4164D962818C41194196812B64FDE60A41F6E13AC0C0411941A495E17176E60A413C6CB71FDE411941707779AD1BE60A41A8E7D061DD411941321B33F4FEE50A4122DF67CFED41194186CE6A3AEBE50A41B6895826F0411941824CF4EEE3E50A41AAE679EF31421941B8285DB673E50A419947A7CA5D4219412253CEE32BE50A41A0B7D7E85B42194168AB757822E50A41DC30FDAC87421941B82589CDEDE40A41480CD8CBF04219417E725E3E6FE40A41D8A00BEBF74219415A6BB0AF67E40A41C0498612CF4319414645BEBDB2E30A417DC637C8014419415850491F88E30A41C85FBA1352441941AA485D8F41E30A41BB0ACD8BA644194142AF956F21E30A418AE931A7D14419418AA7FA2116E30A419C07B382E3451941F2993B1019E30A416CB87922D4461941FE8920CF1CE30A4191C8882428471941A2AD724B22E30A41840386E5B2471941F468502139E30A4167EC8FB972481941862AE27058E30A4131E2F17E8E481941B682065561E30A41F082E0E69748194118E7636565E30A4184B86EA2A5481941FEAAF1136DE30A41B781A700B848194194B3D38279E30A41C24D34BFC9481941CE2F9C3D88E30A4194E18423DF481941B89152679EE30A414D84DBA0EF481941E0494A72B2E30A4147E58C6DFB481941CE19482DC3E30A41F69BA8C606491941F8E48602D5E30A4107BA0ECDD1491941BEFEF66D30E50A415BFCFE5EF64919419E92CB716DE50A41E8B80913004A19412E5539717EE50A41966DCCB41A4A194102919719ADE50A412811F1F9384A194186FC4022E2E50A41F8183203194B19414647BEAD6AE70A41866AD618974B1941CCB23BA5A6E70A419762AE8B9E4B1941DE6EA728B6E70A410614E5B65E561941000B36481DDF0A41F37799FE0B541941985CCD3880D30A414023870BF25319416C2173F294D30A41C65C8C53B14619419820CF712EDE0A4190A77541C2411941F8931CAB21E20A41A20082A5B93F19417407F52EC2E30A41962FCAC2A13F1941CABEE3E67BEC0A41"
5,"15200004711020080765UIE3000002003",35,"47110",NULL,NULL,NULL,"0106000020421400000100000001030000000100000021000000B84B53B81BBB1941F695BB8F09CE1141541F71F9DEBA194112D65BD2C9CD11416461E2816DB91941C6ABE3B52CCF1141A005512291B719411E39FF98F5D011410CD9ACF79AB319411D0B2C46C2D41141100EB78140B219419CF25D360ED61141560E06A32EB11941405C873A15D7114110AD2620FCAE19411C1BB77231D911419DCEA65E04AF19419DFF095839D911416521ACB5A0AB19417C064B727ADC11414DBDB52EDEAA19417C7BAD3935DD1141AF21A03635A6194179B667ACAEE11141F0346BBC3AA61941D3CD7A97B4E111416BF07DA588A41941059A9B1C55E311419E14578AA6A31941C6CD04532EE411418523FC7600A119412280A5D1BAE611416E4B8ADC249E1941A8D3FFB274E91141DE1825EEFD9B19416E7EB7C183EB114161B1C6DA2C9C1941CC2ED7C8B4EB114118051529859E19416ED282AE76E9114176B285A12EA119412925C658EBE6114166A9C392A4A319412EEF16E28DE41141F4B7F789ECA41941DB79032B57E31141F42961405BA51941EAA31F1FEDE211419C4CB6584BAB194149CEE47837DD1141C6D3C6769EAB1941E21AEF8CE7DC114144281F8A93AF194174124B6C19D91141077ADC89AAB1194126C258C717D71141425A2F177DB21941FCC5E6A04DD6114172B82B6B98B31941BC39B01E3ED51141EA57B31D0DB81941FCD12E26F8D0114183B443F8A9B91941D13648346CCF1141B84B53B81BBB1941F695BB8F09CE1141"
73,"11920004623020230000UIE6000003000",114,"46230",NULL,NULL,NULL,"010600002042140000010000000103000000010000007B00000089354B1005C30F41E20BCA2F6B3A034149DBBB4D21C30F41BED796FC8B3A0341DF62A79FCDC30F41ACAB3A6DAB3A0341404A3762B3C70F4174EFA0D3BD410341CAA8C624CFC70F419454073AF04103413E88746C8EC80F41C08B3A6D2D3F0341C5FA881AB2C80F41BCAABF58C53E0341904F18DDDBC80F4120DEF28B603E03412C71746C0EC90F41F64459F2FE3D0341DCBB2C8B49C90F41EAD31BE89D3D0341D3D3B17689C90F4108D41BE8453D03418B3318DDD3C90F41D28B3A6DF13C03419EA82C8B21CA0F41462FABAAA33C03413951746C78CA0F41B8DCF28B563C0341CFC6881AD2CA0F41D8931111183C0341E428EF8030CB0F411822D406DB3B03413BAADAD290CB0F41CCBA6DA0AA3B03415E2CC624F7CB0F41B29AE8B4803B034154F692F165CC0F413CCC1BE85D3B034124474B10CDCC0F417EC04444433B03416159F957FCCC0F41EE3A59F22C3B034156424B1023CD0F41C01BD4060D3B03419268A79F45CD0F41A8813A6DE33A034135279DC859CD0F41D8BF4444B33A03413AFA40395DCD0F41B263B5817F3A03410CEC699552CD0F41145ADEDD4C3A03415D56A79F39CD0F41AC0926BFF53903415C04C62413CD0F41BC67B5816F390341E507746CDACC0F41149411118E380341847B5FBEAACC0F416CABBF58AD37034156D0C52483CC0F41B6E1F28BC8360341B6E721B463CC0F41A0C56DA0DC3503419BD521B449CC0F412643824EF03403411A5DE4A942CC0F410A30D40687340341DA8717DD3DCC0F4110D5444417340341AA9D9CC83BCC0F416CE01BE8A333034198B321B439CC0F41C833D406353303418DC0A69F39CC0F4182E31BE84932034149F6871A44CC0F41FA9363C95C310341CFE3871A58CC0F4192B4E8B46C300341C38AA69F73CC0F41EEDF4444832F0341EC3A9CC899CC0F41C27ADEDD962E03419C822B8BCFCC0F41A8D86DA0882D03412CF63F39E7CC0F4192683096292D03417A27736CECCC0F4158F8F28B142D0341B426736CE6CC0F4196214F1B052D034131D4BA4DD9CC0F41705F59F2FA2C0341944ECFFBCACC0F413A55824EF62C03413CB660E9C1CC0F41867CB356F32C0341B51A48E5D5CC0F41165AD85C812C03410A8C0685E2CC0F41EE68050F3B2C03410B41FA82E6CC0F411AE644442C2C0341271BF401EDCC0F411438FD621E2C034130E7C0CEF5CC0F41E2A2B9D7112C03413C6DD7A700CD0F419AF8C704072C0341A39533370DCD0F410CBF133CFE2B0341F18C871A1BCD0F41740A4BC5F72B03412AA360E929CD0F41087B88CFF32B03415B24F62C39CD0F4140628479F22B034163A58B7048CD0F416E7A88CFF32B03416472583D57CD0F41125357C7F72B0341DA6AAC2065CD0F419607203EFE2B0341489408B071CD0F416C40D406072C03411DE595477ECD0F412E1BCE85112C03412277AE4B6ACD0F410A07203EFE2B0341DF2677C22ACD0F4160FE489AC52B03413837250AE9CC0F4124D5C1838F2B0341307ADBFDB7CC0F4156C6694A6A2B0341351D4C3BA5CC0F41466C050F5C2B0341328A0ADB03CC0F414A49D406E32A03412763AE4B1FCC0F41F4A8B9D7FA2A03418D36FCAD29CC0F41486BAF00042B034130E1ED8032CC0F41BCE5C3AE0E2B03416C091F8939CC0F41BA4D559C1A2B034179EB999D3ECC0F417245A97F272B0341F4A28D9B41CC0F4138FEC704352B0341FE978B7042CC0F41DAA7B9D7422B03418E367B1841CC0F4196E06DA0502B03414D0A9A9D00CC0F4170DA1792BD2C0341B83FF857E2CB0F41F86359F2BA2C0341C3BB0C06B4CB0F415AC0E8B4C82C034176199CC887CB0F416C6F3096DF2C0341BB647D432CCB0F413414A1D30F2D034144ED6895C8CA0F415EAF3A6D3F2D03415893D9D262CA0F41A091B581612D0341D7239CC831CA0F4194C5E8B4722D0341F0D3E3A900CA0F41DCB13A6D872D03410665A69FCFC90F416E04F38B9E2D0341050B17DDA1C90F41586B59F2BC2D03417E22C5247BC90F41D23826BFE12D0341088C2B8B5DC90F419A3826BF0D2E03410C8A54E73CC90F419C56ABAA732E03410B50699550C80F412AB71111583203415F879CC83FC80F412A6559F28A320341DD9F4A102DC80F41D45A824EBA3203419E320D0612C80F419C83DEDDE8320341F2684039F1C70F419A79073A12330341FA265FBE98C70F41887A073A603303416903032F3CC70F41EE998C25A83303418210DAD214C70F41CEB81111D03303410E706995F2C60F41B81F7877FC330341290D032FD4C60F41EE52ABAA2D3403418325B176B7C60F41AC15A1D35D340341B2AE9CC89FC60F41423426BF93340341C023DAD292C60F410A713096C73403413E51366289C60F41BC6659F200350341AAFCA69F7BC60F41AE13A1D36D35034159E121B46FC60F411A7A073A9A3503414D04A79F5BC60F41F4B61111D2350341B2DF4A1045C60F4128D596FC0536034150C4C52425C60F411E988C2536360341BC6B366205C60F413A3226BF5F3603411F12A79FE5C50F417C3CFD62863603419FC2EE80BEC50F41465B824EA63603414A372C8B63C50F41C66659F2DC3603419E97BB4D07C50F41082078770E3703417D17D0FBB6C40F417C0CCA2F51370341A78D0D0672C40F4164F81BE899370341A37E5FBE30C40F41246959F2EE370341CBE0EE800EC40F4186B03A6D333803412980881AF6C30F413A7D073A7E380341B366032FDAC30F41BA723096C538034189354B1005C30F41E20BCA2F6B3A0341"
18,"15000004427020080765UIE1000008000",35,"44270",NULL,NULL,"무역항","010600002042140000010000000103000000010000000700000084335EE7457705417673CB3CA4A617410A7A160613770541C0C5835B58A61741A34F54108E6005417A8298091EAA1741862821DDC060054170BFA2E069AA17415CB28743596105412A573C7A4DAB17415E9E3F62DE7705419D9A27CC87A7174184335EE7457705417673CB3CA4A61741"
66,"16110002638020110436UIE1000001001",99,"26380",NULL,"육상항만구역","육상항만구역","010600002042140000010000000103000000010000002D000000704D010ED4381741B23A7EFEDA5B05419AFC8337113917413C02BD20705C0541F791A9AE14391741221F6E93785C0541B97CA45650391741262B6CD4075D05410CEF0C280D3A1741DA75B3F8D15E05416A57862E363A174130054B1C2C5F0541D0714BE83B3A174120D3C3F2115F0541D2C90439653A1741A0F6BB54555E05419CAF7E61843A1741AAC26A723F5E05416642D245A43A17416AD5EC1A605E0541CC47ABF8633A1741EACB48B4855F05416EB1CA6DCD3B174108A72BE6F86005419879A292F83B17411C750C2CDD600541E60BEBF8243C17412A90AE4930600541962F4114173C1741CC6BE8F5DC5F0541D4FB28C6843C17419E028FD34D6005410C96CBDF593C17414C5BBA296960054161068DF92D3C1741C68CEC10146105418B2CD1D63B3C17418CC920466A610541D9F5AF4F6E3D17419417A0D4A46205411645A9BA113E1741A61701864C6305410D4FDB262C3E174144AD8AE43B63054162BE210B633E1741DA594D8666620541261C8A385A3E1741A6D0D260306205416ABB3273A13E1741B0DD1C99796205411A4FB36A863E17412A44B53E8B6205416886D91F503E174122AB98B7606305416A3997D6583E17418CB210BD9563054190B2F3A55B40174146F7249EA665054162A9DFB08E401741804A918581650541381EE1DBB1401741B020303BDB640541CAB98D96DB4017411068CE3439640541E0E6EC21FF401741B40D1C22D9630541BCF098269F3A1741EEBC229D4C5D054124CCE69F093A17411410D5FDA65C0541D363B43ADB39174192213C3B785C05416535F492AB391741E4C02A32485C0541E2B6EECD1A3B17412ED74A78AE560541927C9490683A1741ECA33F18F855054165D1B772543A174184D91D60465605410D818C62DF3A17417E883EC0D45605413594D05D84391741DA192BAE205C0541841BDA6C073917419A0980C3A25B05414144E6CDF038174158C51C80F85B0541704D010ED4381741B23A7EFEDA5B0541"
9,"15000004613020080005UIE3000001001",402,"46130",NULL,NULL,"광양항","01060000204214000001000000010300000001000000990000000EC122DEB68310411E1D39981F83024119080459C483104128D5571D0F8302417B11DBFCD7831041E4829FFEF5820241D2E77E6DE4831041DA3ABE83E3820241D8A87496F9831041FAFCB3ACBF8202415B2189441D841041D4DD2EC17D8202413C91C64E26841041A44E6CCB6A82024137B2F98112851041A8F9B3AC8980024153D0A7C9D88510411E0F399889810241D8C82CB51E87104124561A139A7D02419A8222DE74861041B6CE571DBD7C024110BF2CB579861041FE2AE7DFA07C0241A8E788447A8610414835BE838F7C02413294D02578861041228876A26C7C024132A655115C8610415EA024EA277B02419E0ABC7752861041AED4571DE57A0241041E6ABF5086104162459527D87A0241202841634E861041AA459527CA7A02415DCBB1A04B861041A431E7DFBC7A024127509DF24886104130B7D231AF7A0241F707BC7746861041C279C85AA17A024159DE5FE84486104194F4DC08937A0241EDBEDAFC4386104180ADFB8D847A024138DD5FE843861041BEC1A9D5757A0241DDBDDAFC4486104112C2A9D5657A02415A0F931B46861041F01362F4587A0241324C9DF247861041FC32E7DF4A7A0241BB54F981CB8610419CBCD231FB76024190B45FE8E5861041AA9476A252760241603AD02562871041521D62F43873024147CA921B358710419A28399849730241AF2422DE1C871041AC3EE7DF1C73024149EFEEAAFC861041624ABE83E1720241190E7496FD8610416602DD08E7720241F0184B3AFF86104164F80565F6720241192EF981FF861041DEBAFB8D06730241EA945FE8FE861041F6539527167302412F802CB5B68610419481C85A37760241B17E55119386104164C8A9D5177702412136EFAA1986104146499527267A02412075F98115861041AA01B4AC457A0241BFA82CB5138610418001B4AC557A024109DD5FE813861041E6CD8079767A0241B2F20D3014861041DC33E7DF907A02419EFDE4D315861041C03DBE83A77A02418EB6035917861041CCC2A9D5B57A0241EA644B3A18861041C41E3998B77A0241612841631B861041CC3CBE83D37A0241665D74961F861041AC8E76A2027B02412CC6DAFC2B861041F4E905653E7B02410094A7C9308610418E26103C5A7B0241771A931B35861041966DF1B67A7B024138E85FE8378610416EF2DC08997B024187D6B1A03E8610411AF1DC08E17B02418E9AA7C94086104126439527027C02418CCFDAFC3E8610414438BE83397C0241DAFA368C398610410E193998717C024134774B3A39861041C64B6CCB9C7C02417B316ABF35861041E00D62F4CA7C02418AD6DAFC31861041C45F1A13EC7C02416715E5D32B861041C4409527107D0241215EC64E2486104144A7FB8D327D02418E95F981058610418A7E9FFE9F7D024152F38844FA851041EC4A6CCBC67D0241597A7496EB851041FA73C85AF77D02411C0160E8DD8510416AB1D231217E024167749DF2C38510416E36BE836D7E0241F4BD7E6DB3851041467E9FFE9B7E0241F76DC64EA1851041A08876A2CA7E02417C65EFAA8E8510415C419527FA7E02410872C64E75851041FA5F1A13387F02410B0D60E86485104152DB2EC15D7F0241D89D22DE4F85104110D1571D8B7F024187C87E6D3E85104174A8FB8DAE7F02412B44931B3285104196A8FB8DC67F024113DE2CB52E8510417EFAB3ACD17F0241158F74960A851041049F24EA1B800241C849931BEC841041904D6CCB56800241ACF7DAFCE1841041F64D6CCB54800241F4536ABFD8841041C6BEA9D5558002410E9C4B3AD284104132AAFB8D608002412729378C7B84104104078B5034810241337DEFAA5F841041A23ABE836E810241A06B41633E841041C6829FFEB381024107989DF2128410414A8D76A20E820241C7AE4B3AF4831041086FF1B648820241D75C931BF38310418C506CCB4A820241F95E931BD7831041A0EA05657E82024148C6F981C6831041F8506CCB9A820241B6DBA7C9B6831041067AC85AB1820241FDE67E6DA0831041FAC2A9D5CD8202414AAA74968D83104112489527E4820241F4DEA7C970831041D6526CCB04830241F464931B5A83104118F7DC081B83024150FE2CB554831041EAE22EC11D830241573C378C3D8310412C879FFE2D8302416DF5551124831041B4F8DC083D8302419BE1A7C9FE82104108566CCB50830241465DBC77DD8210410842BE8361830241080C0459B9821041C62E103C70830241A99BC64E93821041D2BFD2317B830241B83660E8078210411EA54D469B8302417FD1F9815F81104152589527C2830241AAF07E6D50811041DCC9D231C7830241E123B2A040811041D24EBE83CF8302410258E5D327811041962662F4DE8302415558E5D31281104148A276A2EC830241A94E0E3001811041CA5A9527FA8302410997EFAAE78010419ACCD2310F8402410B550E303A801041B055BE83A5840241EF8841632680104128609527B68402418EBC749611801041249E9FFEC5840241AD190459F47F104172A976A2D884024142BE7496D17F1041926C6CCBEC840241034E378CB67F1041E277436FFB840241A9D322DEA67F1041BE63952702850241AAF2A7C9987F10414697C85A05850241B4580E308B7F104120D5D2310785024180D322DE0E7F10412AEE80790685024177C94B3A017F1041ACCFFB8D04850241952FB2A0F57E104130F9571D01850241E91A0459EB7E1041F4032FC1F984024180F1A7C9E37E10419618DD08EF8402416FDCF981D97E1041E2891A13DE840241FE4A378CBE7E104114DDD231AB8402418EC922DE617E104122B976A2FC83024182E6A7C9667E1041E4A4C85ACD830241AD55E5D39C7E104176FF571D9F830241BCAD7496EF7E1041B8CA24EA3D830241BFFB2CB5D07E1041220A2FC1D3820241A3D5D0258D7E1041060C2FC12183024117861807857E1041C4E2D2315F830241832A8944797E10411EF780796C830241A8EE7E6D707E10411EF78079988302413C9EC64E607E1041C40B2FC1BF830241D6C722DE647E1041883E62F4CE83024172E8A7C91F7E1041429CF1B6008402415C1C0459B87E104174E6A9D51F8502418ECB4B3AC77E104146F080793A8502412C29DBFCD07E1041CC6995276085024135B89DF2ED7E1041549CC85A5D850241D1A3EFAA037F10417E53E7DF62850241B03D8944887F104164F3571D65850241F270BC779E7F10412411DD0863850241BF1E0459B57F1041806C6CCB5C850241BDADC64ECC7F1041E694C85A51850241BCA1EFAA118010415A2C62F42885024171826ABF26801041BA92C85A1B8502411C4F378C3880104116B14D460D85024108D022DEAF80104108333998A5840241E4ABEFAAE1801041FAA74D462F860241EE025611EA831041E654436FA18402410EC122DEB68310411E1D39981F830241"
54,"15000003117020080765UIE3000001005",53,"31170",NULL,NULL,"울산항","010600002042140000010000000103000000010000001A000000B0E8B30182AC19416264CDBCA29D0B41E6E019731DAC1941C6E8DCAF7D960B41052F480AD0AB1941D425008CC1900B413E5AB5F5ABAB19410459C081CE8D0B414CFADB078AAB194180CA31D0408E0B414504135869AB19418C1DBDC8ED8E0B4138364AEC77AB194148BE50B801900B41D0A2C8997EAB1941A6518FCFA9900B410EB6DA1B8CAB1941AE1DD178B4910B41B8D4DD1C7FAB19418EE0309EF2910B41F2DA55CF5DAB1941EC49E5AD1F920B412AAC1E45D3AA1941C2B0CC301F920B41433C4B22C7AA19414450F5375C920B419E9F83F75EAB1941E211C70F5C920B41FA8050BF7AAB1941A8E2388271920B41A777532487AB1941DCB805E67A920B41B120DBE798AB19416A576914AA920B411A333376A6AB19414E0CE7759D930B418949A6F007AC1941240EDF9BA29A0B4128E41FD8FAAB1941C8C6971EC39A0B4158CF907D71AB19416EC1C6B7C19A0B4126AAD1A870AB1941DE13334F009B0B41DA96FE04FBAB194150639FBE029B0B4196EE027F0FAC1941CE9ECF72239B0B41CD0D12C132AC194128494BCB9F9D0B41B0E8B30182AC19416264CDBCA29D0B41"
4,"15000004611020080766UIE6000001000",53,"46110",NULL,"항만배후단지","2008.12.19","010600002042140000010000000103000000010000000C000000AC69749F5C330141F8E362E8492001412C3316E517320141682F19DC49200141663316E517320141BAAE83984D2001419A3416E517320141F81A6B945F200141CCB5FDE017320141A8C6B2757921014167BCD4846B32014120534AE44021014186393F4198320141241BC1A22221014126C75745113301411E59F600D02001412B824D6E6E33014116504AE4612001412830954F6F3301412E1015866020014153A1FDE07D330141FA2C6FEA49200141AC69749F5C330141F8E362E849200141"
13,"15000003114000000000UIE3000001018",464,"31140",NULL,NULL,"육상항만구역","010600002042140000010000000103000000010000000A0000007C781C023E501941A04E6DD8A77B0B41F6F9501D49501941166927AA897B0B411AAA5175C64F1941A8FC2EA1387C0B41A2124258CE4F1941E432FFA1BB7C0B41A1D41BB70A501941DCC17A18677C0B410283CD581D501941F67957DF4E7C0B41433952CD30501941045B93482D7C0B411CD48AC8395019418C1202F5147C0B411EEA725B3A5019412033E28DDD7B0B417C781C023E501941A04E6DD8A77B0B41"
