"gid","mnum","sgg_oid","col_adm_se","ntfdate","alias","remark","geom"
28,"11920003114020170028UIE3000001060",497,"31140",NULL,NULL,NULL,"010600002042140000010000000103000000010000001200000061A724A9F4661941E85CA577DA940B41FC49E00712671941B8197B4844950B41626B867C2C671941B63C57DAA3950B41485650A442671941B0FC9AA0DD950B411CCAD7CCB2671941FE6269212C960B417D53B6B33B681941484032F28B960B41CAEEEB223C681941FC6E7E1672960B41B90A71D14168194146C29B541F950B41883704F647681941987E4642B1930B41C0ED038F52681941369F806600910B41000925C7376819411AEAA13786910B41ABD8F37A01681941707AB66991920B41035D5FE6BA6719419A59DCDEF2930B4102D88A17AB671941521E43C941940B415CE678B5966719419C22CF8EA7940B41DACDE6A98E6719416AE3EDB7CF940B419E19093FF5661941725D1F80B2940B4161A724A9F4661941E85CA577DA940B41"
22,"15000004127020080766UIE1000001001",33,"41270",NULL,NULL,"인천항","010600002042140000010000000103000000010000000D000000355F65314FCB034196D14DFC30BD19414E9FE8F1A3C90341235A0EC776BE19412EE2F2C810CA03417E94ED169ABE1941C9D123D122CC03416D603BF907BD194160AFF2C875CC0341625D10F220BD1941FAA34A0278CD03411056BAE359BC1941D205B1682ACD0341A7776AD63FBC1941E6C8D11813CD0341F8CD780338BC19412EDCAAE7D1CC03411910D9E821BC1941A82763066CCC0341F42B0846FFBB19413E6DBF9563CB03413F2987B0CDBC19410EC477B4B2CB0341DC924325E6BC1941355F65314FCB034196D14DFC30BD1941"
36,"11920002814020130265UIE3000001002",36,"28140","20131231","전국 항만별 육상항만구역 지정 및 변경",NULL,"010600002042140000010000000103000000010000000900000096EB32CB2A560441368615736E0F1B4114BE55A65F5604416F23059B780F1B41C34DA1DDA9570441974F0DC7F50D1B410E6AFF973B5804412FB8C93B490D1B41597F59FC5C5804414F590FF2130D1B4177DC157198580441327BEA6BB50C1B41A997B58BA158044147B273ADA00C1B419D4243236F56044178BA73AD200F1B4196EB32CB2A560441368615736E0F1B41"
52,"11920004623020210124UIE3000000163",102,"46230",NULL,NULL,"광양항","0106000020421400000100000001030000000100000005000000E44224605A8C0F410657B9ACADE9024148FA8AC6EA880F413813D831E3ED0241D27F9F747E890F41F84CE2086BEE02414AD10FB2FA8C0F41B615AFD525EA0241E44224605A8C0F410657B9ACADE90241"
2,"11920004611020230049UIE6000001000",55,"46110",NULL,NULL,NULL,"010600002042140000010000000103000000010000001B000000E048AF532B32014162E9E9FEEF3401410E4955EFE84801417C7DE9FEEF3401413148ABFD064901419071E7D3A234014145AC3CEB194901414AEAD0FA67340141954CAD282749014180CB4B0F3734014188EC1D663349014190B5724000340141588FB92A3B490141C286951BD53301412553056241490141B67CBE77A93301415B5586F745490141849918DC7D330141E2778C7848490141CAB21C325B3301415A127C204A490141DC37088432330141BCAE964F4A4901419265BA210333014124797274FE480141367160BD4A2001419A797274FE480141DE933BB74A2001418A050AE32548014100710AAF4A200141A9F25DC6EE3F01416CA637614A200141BA0FE3B14E3E01411060D5504A200141DC0DE3B1063D0141FE65D5504A200141FF7B20BC353B0141A68D5A3C4A20014153A1FDE07D330141FA2C6FEA49200141AC69749F5C330141F8E362E8492001411FC3D8DAA7320141EEBF31E0492001417A78F5345032014146D5DF27CB200141D4ADFBB54F320141FAE10CDAAB210141D6015EC62F32014132A62D8A012201416AB93F412F3201417ED3E152DF270141E048AF532B32014162E9E9FEEF340141"
57,"11920002826020220132UIE3000001012",72,"28260",NULL,"무역항","인천항","010600002042140000010000000103000000010000005900000012D702C3DB220441D0E58A0691191B412CD702C3EB220441B9E9E01491191B41A0B00FC5EB220441CAE78A864D1D1B41203E5F27E92204419E15BC0ED3281B410943B5350923044192CF059BD3281B412C94151B852804413283264BEB281B4195142CF489280441335449A6BE281B410D7A902F672C044139EEE46AD0281B41EC5936CB682C044174CF5F7FB6281B413BCB9A063D350441BA3FCCE6CD281B4102DAF0144A39044109812EF7DC281B4191748CD951390441651CF3978D281B414DDCC7B8793A04416A2DA1DF92281B41FBD21B9C793A044156B28C318E281B417B01D4BA733A044181C86500A2271B41C9EEFE41703A04413AC8650016271B41E61B5DFC6E3A0441CC5DA90BE1261B41D2E8D3BA2D3C0441A910C810E5261B417AF6A508033C044142F7EEC1F6201B419762BCE1FD3B044189179FB441201B41192EB435FD3B04411F051CF429201B41ADB0D4E5F03B04416A0EF317741E1B418088FD41EB3B0441426ED8E8AB1D1B41D909E993EA3B0441206ED8E8931D1B41187663A8D43B0441EEC63CA4891A1B41DB6B11F0CE3B04416A437C59BE191B415D583821E73C0441511FCC66C1191B41FC7F69291C3D0441C0FF46FBC1191B411C5532A0A6490441E86A34F8E4191B412D82B9B66C4A0441BD97111DE7191B4105973A4CF94F0441123D059BF6191B41FEA43C7765500441E16E38CEF7191B41F8A636F6335F0441C2C4F818211A1B41B4BB4DCFD6650441D1F583056B1D1B41DF4B2AC9F06504419FEE815AED261B41F97C8658F16504413255E8C023271B411CD38AAEF56504412031E2BFBA281B410028C23767660441F0273623F3281B41887D7A56F2670441E312DEE9F2281B41A6524723A16B044135FD0646F2281B4119F95F275B740441FD5244D0F0281B413C78494E5377044114253E4FF0281B4169FE34A0D97704413142C33AF0281B4132165EFC3E870441E40A179EED281B415B165EFC4A870441DE958385ED281B41CA8545F8BE880441B4EF3DCFEA281B411F47E73D46890441C43975D8A5281B41FB147EAC38890441AAFDC00FAC231B41B9E4A08738890441724F792EA1231B413F64615238890441DCDE3B248D231B41110F5F27338904411EC1E13FA9211B4166FAF595278904418ADB3BA46D1D1B4180C0F13F25890441F4555052931C1B41DEC99F879C880441B30B1949501C1B415810AC8928870441AF229C09521C1B4122B81EF22787044137EF68D6161C1B41D37D1646278704411BEF68D6DA1B1B41C2ECFD419B8804419B0B1949D81B1B41C4AE9F87228904415D7A5653931B1B412293A3DD1E890441C97FD768391A1B411290D4E51B89044133AEB40D21191B41AB4BA1B21A8904416AEBBEE4AF181B417E6EFD411A8904411D0A44D087181B4122935F5217890441E69E87DB76171B41EB53822D168904416894B03707171B41288A36F6158904417A3C7783F6161B417C20D83B12890441E0C28DDC97151B418ACD1F1D12890441EF1E1D9F90151B41FC1BD4E514870441486DFE193E161B41D1BCEE140F870441E0B60A1C41161B41E2DFC90E0C870441A97F815A44161B414029990614870441F6C40C4731191B41A3163921A9830441089BAE0C9B1A1B414235BE0C81830441F23448269B1A1B41BD2DE63D96830441762C467BA7211B4160BD69FE9F830441DD7752FDE9241B413AA4EA934F74044162BB00C5F6241B41A41E8202926B04419B616D2CFE241B41D8EC22487C6B04418074467B6E1E1B41443CE53DD8670441B9D454A8FC1C1B416ED028C9C96704411EDBD53DF41C1B41182D28C9186004412A8EC56524191B41B219A508F85F0441B367945D1F191B419B6BB78B35550441AC61635501191B410D5469294A5504414C06FF1936171B412061EE14B94E04415E4586B023171B4135ED37213A3D044119855D54F2161B41E7785AFCFB2204416A00E56AA9161B4112D702C3DB220441D0E58A0691191B41"
21,"11920002811020220132UIE3000001021",2425,"28110","20220729",NULL,NULL,"0106000020421400000100000001030000000100000006000000D228EC9517160441B2F7612AB6E21A41C5F96254311604410D8DA5B5E8E21A41DC1F6B000B170441BB6B20CA92E21A41DE3EC5642716044123BC825AADE21A410ED2DD681B160441F6A5A90BB1E21A41D228EC9517160441B2F7612AB6E21A41"
102,"11923742644020170007UIE1000115000",369,"26440","20170622",NULL,NULL,"01060000204214000001000000010300000001000000B1000000682812D081401641801B9E3305720541D61FDFFCDF551641C8474EB0797B05418A63C1E83C5816410A96EB5E857C05415E47B83D6C6716417C3698A13D83054135B89CF94B6716412AF16C12BE8F0541F82966FA616716418A4E76F4BE8F0541247DCC2A6C6A16412E23C42EDE8F0541087894FA6C6A1641C01B054A898F0541B45C9E19606A1641BE4485C9108F05413E804598636A16413E5A9E6BB88D0541BE8EB628676A1641CC5710F7948C054172044F356F6A164182AE309C6E890541FC6994A27E6A16417C623415F5880541A0492610866A16411696F6A604860541001AC09C7C6A1641B0B5EF5A4E840541E0258EF37E6A1641D057B6325D83054136C5A229826A164120D6B4121D8205419C5CAE1A826A164186A7A74E83810541160698F7836A16418ACFD4552D810541B47EF173856A1641BAB2763B95800541A98EF030866A1641D0A4C49F4F800541E0C57673866A1641F4CC05C5218005415B24007C866A16412458288CF67F054164CAB370866A1641E6907714C77F054172C68516866A16412E05CD669A7F0541BD4CA8C0856A1641C881FE0A6C7F05410BE8690E856A164194D6F8BF3D7F0541EA1BE13F846A1641843D7A7E127F05415E212613836A1641E6FA8E05E47E0541545DF5D3816A1641C43C8BBFB87E0541DED99648806A1641B0A1B8388B7E05417F1AC9787E6A164132DAD967607E0541D0748F6C7C6A16416AD0192E357E0541C247D2E4796A1641F248DE2C0A7E0541B00BD227776A164186F768F6DF7D054154A095E9736A1641E6626F35B47D0541A835969C706A16419C35AC368A7D054166D407C16C6A164176D639E05F7D0541CE8BBF93686A1641B84F0272357D0541F474A8315C6A1641B42D775EC77C0541B34D9DED536A1641525E6DA58D7C05412A091BE9446A1641CCF71ED52E7C0541228D46C23A6A16418C802698F57B054146797A372C6A1641D81BF735AB7B054136FB0568206A1641161141BF737B05411732450E0F6A1641E885220D2A7B0541600550AFF5691641BE8C0505C67A05415DC353CDD6691641886756E25C7A0541B7E73F7FD269164126B51E2F4F7A054142377806B6691641EC251B09F9790541A2DCFA1DB169164152101AA1E7790541F89588379C691641C067EBBD8C7905411B60DF2597691641383FC1687B790541C850D4DA846916411C498ED94B7905413379F72271691641CCCEF1B61E7905413EDD95364F6916418448FE64D57805411E8E2BCA41691641922BFA14BB780541B3F20A0E32691641303543CB9B7805418D270E71236916414670A464807805415C2B5ABE14691641CA0A19786578054158C5A9B705691641385018554B78054138878673F6681641F27FA02F317805417B3F39DCE668164152E4C4811778054140D1B155DF68164178A6C0AD0B780541CED29E30CE6816417CBA014CF17705414652F59BBE68164168376D94DA77054140FDE77EAF68164194E58029C5770541B66A85C59D6816419E3B98ADAC77054184E680898D6816415E44A64B97770541DA61DF797B6816414A18987A807705418649CA096A681641D8F2405E6B7705413C9980D4516816415E1428F14E7705412F62512C41681641D0A19FC83B770541C0B1B56732681641C05CA5D22B7705417B2DB6551D681641D6E515C415770541F846F16A0C6816416CCC289904770541EAEB8380EB6716419C394776E676054197A04EAEDA671641583912B3D776054149A92875D3671641B04885A5D176054177E1C7FCAB67164136BF639BB27605412C3DFE809B6716413AC56619A67605413EED7957896716413496305D997605415C0B282F7667164140FDCE1B8C760541504C326B6367164184775DAB7F7605418D9A9CA74F67164112FCAE0773760541EACE3C6329671641FCED0EB95B76054176F7DBD202671641A887B2154676054143F26F7CDC661641B0CE02D131760541708F049CB766164188EE1D871F76054104BE88588E661641C6CFD0B30B760541C72ADEE47C661641C49E59F503760541B6489EF7AF6516413C38C829A87505414FFD9367426116415A25EFF6B1730541648E373CE46016413852B9EC857305419A387A65936016416275958A5D7305419742F86D626016413EE6D2A443730541CAE64C5545601641D09A9FBF33730541160591592360164178F69A4B20730541234F77C1FD5F1641DE0D55BC097305411E694F0CD25F164182DA4B35EE7205415D320388B05F16411AC5DD21D8720541A5211E4F825F1641DC9C03F1B7720541B69466CF5B5F1641A64B91D29B720541E8A81E60065F16413A2F76D75A720541C626469BF05E1641D84398994A720541489C3AD4D55E164150CCA4F436720541D8CFEBCCA05E164114BC380C0F72054154D8C356935E16416A56948004720541F0FD9ABA7A5E1641BED87839F0710541C0591B61505E1641A82DC2FCCC71054132357629445E16418EB47017C2710541DC7C522B365E16410645AAA4B47105412E18D27D2D5E1641E40A78F8AB71054102DFC8DD135E16414E4E292B91710541286329DDFC5D1641842A983B7871054176165AE2E05D16419C4D1DC65871054124550C7FCA5D1641765E056C3E7105414F145BB8B95D1641A476CB2D2B7105413C5A3109A85D16412657E0B2167105419A5878678B5D164102C78369F47005419F775DDD785D16416428976ADD7005415CF635335A5D1641CEE06053B67005410A7796BA195D1641725BD72C62700541C9FC90E80D5D1641B0A6039D53700541AC8882E5F65C1641C0A5B1A2377005419144E9ADF45C1641D62253D73470054101F6058FE45C1641D644DC7C207005416855D84DC25C16411059D835F46F0541AA737A33B45C1641CA047FCBE16F054121483423A05C1641300ED322C76F0541AF9DD850865C1641BEAA6F00A46F054144212DA97A5C1641346BA7B5936F0541F6F3AA767A5C16412845F56D936F0541B8AB6476785C16412674C2A2906F05419A7758F96A5C1641B25DE2CD7C6F054140FC995A615C1641083AA8546E6F05419B4D0513545C1641509286A0596F054160BCAA29475C1641A6A84323446F054176934A52385C1641441386872B6F0541062F00742B5C16416C0CBEB8156F0541865A4578175C16413A0ECB0FF36E0541CC180414095C1641E885C782D96E054150E21D7DFF5B16411ABD9061C86E05411856DB15F55B164122014DCDB56E0541CB5E6660EC5B164104CD9B40A66E05416A6F0D9DDA5B16410858BDAE856E0541FB90CA3ED25B16412AC03317766E0541B2934A0BCA5B16418642E166676E05418E4FCF74B85B1641E4E2EFB7456E0541035B449A8F5B1641EC23F913F76D0541D54950BD685B1641D4A99F7AAB6D05416C0B49A0615B164170D07D779E6D05417018BD21595B16419C46647A8F6D05413FC4F1CC4F5B16416C83BB22806D0541E767D165425B1641F4954DBF6B6D05413C446336355B16410E74DB9B596D0541C07B0637615B1641EAF860820F6D05412EFCC3D2E95A1641DE7FCA62306C05416E0E444E3C5A16414042FB57FE6A054147DA5608225A1641D0B16527D16A0541B6DD9E08075A16417AA529B2A56A05412E04365AEB59164122AC1D097C6A0541715806FCCE591641C4565C32546A05419C5E59FFB1591641F097E23A2E6A05415EFF226894591641020531310A6A05410070713A7659164194678A19E869054146FF7F8357591641EAE7A8FCC7690541CC7C614C38591641BCB041E9A96905419BDEB9BE18591641B819D6038E690541E03D8BE0F1571641FE9600A6BE680541A54D5B10E657164142C2EE7A2969054196E61D3D88421641DEC8476BB55F0541EC2D36F787421641BCB4CAE7B75F05419FD1C9077742164112B6C5F8506005410E913F1273421641F45B8A9774600541E87FD0555A4216412E40EC5B54610541682812D081401641801B9E3305720541"
28,"15000004613020080026UIE3000001001",380,"46130",NULL,NULL,"여수항","010600002042140000010000000103000000010000006F0000002B70A3A07F631041FA0EE2085E02014143D18CC736631041CE5FC383F1FF00413E03957317631041AE56ECDF010001415EB3B378FE621041E03A67F42DFF0041972972981C631041441BE20820FF0041C80BF102D0621041769BA0A8B1FC0041D251A776B76210414AD55471BBFC00416712F32DA662104156D1D3DB22FC0041B38686C6BC621041B8228CFA16FC00417D04CAD173621041286DECDFA7F9004169D1961E606210410A4365C9ADF9004141ED734327621041FC6A153CB6F70041DC778A1CEF6110413A979C520FF80041576E88F1C061104112CF259458F80041EC72DEFFC06110415ABECD5A64F8004167082060FB601041ECD7A629A1F9004190D9ECACDF6010413C3E0D900FFA004110980B32C8601041649BC7D9B1FA0041B677599499601041F48CC5AE02FC0041F9B88E729360104196348CFA2EFC0041172149BC71601041FEE0D3DB31FD0041FBE067C16D60104184C4A4FEFFFD004108878045BF6010418EE3D506DEFF0041B0A02C620E6110419C9A7521B1010141A7DAE02A106110419279C5AEBB0101415416C0FA12611041366DC383C5010141B79AD4A859611041CA5DECDFBC020141721C6841BA6110418867441910040141AAFFB7CEE261104118819E7D7C04014144D1AD7775621041E859199207060141BA39E9D69F6210418C3CEAB47906014128110CB2DD62104192E631961E070141EFDFD8FEF26210413A39153C580701411CF205B115631041D62C3E98B6070141D75A1609546310418C8FA4FE5B0801410AF60306BE6310410EA829EA5D090141FAC851E8BF6310411A5AC7D96209014180736C172C6410416AD0060F7E0A014138999BF49A641041C6FA0EBBA20B01410A17DB29A0641041A42F6D75B00B0141D439085C6D651041B012153CCD0D0141B608FE84E86510418603691F130F01413EA4979EFB651041ECD4B681450F014178A36A6C1F651041C2A02D40A8100141336AB47854641041A833F035EF110141B6232761BE63104160C7DDB2E31201411FB6145EAD6310410CE0E108FF120141B9FC9FCA7E6310419CD4DFDD491301416431D15286631041B4FB66F4B4140141B2447DEF91631041C8F1E55ED415014117D1BE4F95631041A25BA2D329160141B014F202A863104116D73717D21701413E675413B863104104F812115418014104AA5E6ACE6310414A817FF8E3180141EC63CBD194641041705F5246AB1D01413052489198641041769E87A4C21D0141F23FEEACC36410419E149C52CF1E01415002E455C26410417AB06073D01E0141F0068A714B6510416240501B2D220141ACBFA64B79651041A64BA8548223014161FEACCCD965104160E96EA0202601412E1C07B1E9651041608889CF3926014169DA7B44F86510415CA739426B260141CF63921D166610414A4CD506AD260141585CBBF9416610411AA0E333FB260141B462E8AB1E661041108D0A6522260141DDA8C92618661041F21CCD5AFA2501410CE152683F661041DC5A02B911260141C5F6AC4C22661041249360735E2501418C84C55005661041562DCF85C8240141FE22B578E9651041123CFC37D62401419DB0FAAE996510414A96B456D0220141021F0D32C3651041C234CF85BF2201410A1113B3F4641041CC70008E8C1D014139C35E6AA06410418CDF66F4721B0141E468253698641041A869A8543B1B0141D5DB0EDD80641041C057FA0C9D1A0141550FC5D092641041DC4FF8E1C4180141398233E3B86410413C5D4EF00215014141CC4190876510413A16C383C41301412DF21EB51B661041A26F5246E0120141142C2BB730671041629A2F6B331101418AD29BF46568104130BCE10880110141661C7DEF66691041B6A05E48C111014156790CB26B691041546F569CCD110141FAFC2436796A1041C8DB93A630100141880152E81F6B1041B657FE622F0F014175FF51E81F6B10412C0871CBFC0E01410342B022426A10414E47501B5410014154E09D9F68691041D81D9E7DA21101411129D5A853681041829A060F5C1101410E5C336342671041A6189A2718110141395B0A87FA671041FC6527BFFB0F0141757D3B0F49681041D0ED681F810F0141C1BE4791F4671041FC3EA0A89F0E0141FCEC2436036810413A8C02B98B0E014182896C1754671041B4B9DDB2BE0C01417AB6A1F59966104196D30A65DA0A0141E1310C327866104108ECE333800A01412368C07A57661041D895AA7F270A0141AE6716099E6610416AA1ACAAB3090141F46C6C97AA661041641DECDFD0090141402D62C0D1661041B81896D1980901419E66C4500F6610414E5AF48B78070141488FF5D8E7651041A0A2D506B20701416D0F6015F06510417A371992C7070141B57CF1829B6510413C72CD5A46080141D808601526651041D660C90417070141D895A9A15F631041423D94A675020141B574F9AE5E6310413C5C19926D0201412B70A3A07F631041FA0EE2085E020141"
12,"11920004513020170028UIE3000001002",50,"45130","20170223",NULL,"군산항","0106000020421400000100000001030000000100000014000000FB43E27F7B4003415E95FD9821851041BD190105F74003416D6AA109E0851041F3DD90C7AE420341B096D43C868810411FAFB3A2B0420341CDBF304C87881041216E53BDB34203411ED4DE1389881041D13DF72D57440341ACEE63FF44881041F7FCEC5611450341F748F3C126881041929A5D943D450341D8A48284FB8710413A562A61F644034175BA30CC8D871041A88AE27F7944034106A88284CD8610413F8C676BFD430341220612470E8610415009AF4C30430341A4EA8C5BD284104146C1CDD12D430341EA1DC08ECE841041561286F02A4303413AA3ABE0CA841041F5B5F62D27430341A0091247C784104130CAA47522430341D565A109C48410419557676BF54203419E1EC08EBB84104158BECDD1E34203410252F3C1BD841041E46F15B31E4203419E7278ADDD841041FB43E27F7B4003415E95FD9821851041"
37,"15000002620020080765UIE3000001017",94,"26200",NULL,NULL,"육상항만구역(부산항)","01060000204214000001000000010300000001000000200000006CAF424EE5C117418833462F9399054174FAEAAADEC11741EA3DE8909299054169AB173CDBC1174128CF8FF5AF990541B992AE36AEC11741FA3916914D9A0541F685EB09A2C11741C07A05F6769A054137F1561E8EC11741C4E3B019109B0541027EDF456EC1174196F2D1F1C09B0541683A296465C11741021FFF32F79B0541E416A07731C1174104C434343A9D0541AE09986B29C117416A8F414D5A9D0541FC3C6B1017C1174138A94AEFA69D0541BB09962AEFC0174190035849A09E0541E460DA05D2C017418AA64434279F054188643B22C1C017415C147C18F09F05412A083BFBB2C01741A8F772FA4AA005416C99C2ECAEC0174126D68E156BA00541D40CE7BBA7C017416A81ACE6B7A00541AA83C78987C017417800D621B5A1054110E9F2DF79C01741C4E5AC2511A20541BC9820B770C01741945DBF8EDBA205414A0ADD837EC017417E772570E6A2054166D1F8E394C0174134039443B5A20541DC069718CDC017413EC18A4B6CA00541A390D195E6C0174172A29724A79F05415DE59C661EC11741C4339FF03A9E054124F1EE765DC11741AA63DA76FB9C0541B13FC91D69C117412205D0B4959C0541CE6AE8EA78C11741301F9F3D399C054148C6A2C372C117414C576EB0129C05414A67DBD2C6C11741D452C9AF619A05418B3DAB6FBCC117410800AECA579A05416CAF424EE5C117418833462F93990541"
12,"15200002614020080765UIE3000006001",39,"26140",NULL,NULL,"육상항만구역(부산항)","010600002042140000010000000103000000010000000B000000E829DFDB526A1741280C21814E70054102E9D3DA406A17410E6DEE2E596F054186D146A11E6A1741D21F3DE4736F0541DC7D4861236A1741265332EF876F054150AC46E42D6A17410A42ED10C66F0541EA7623E2336A17416CF04C97E76F05418C8E390F3F6A17414E3596A741700541D4D99314486A17413C96EA9BC4700541C26F578F4A6A1741168E350A0B710541096A01B64B6A174146B3B1DEF0700541E829DFDB526A1741280C21814E700541"
10,"11920004513020170028UIE3000001009",56,"45130","20170223",NULL,"군산항","010600002042140000010000000103000000010000003B0000001DE793F05899044184606AD6E2D210416EEC0E05A19E04412433E5EA9CD31041BE43FB5675BD044142A0DA13DBD71041AE82052E97BD04411FAAB1B7DFD710419ACBE6A8DBBD04418057F998E7D71041861F9FC720BE0441784C22F5EDD7104198D8BD4C66BE0441DEF969D6F2D7104143D9BD4CACBE0441B25FD03CF6D71041D89CB375F2BE0441D60C181EF8D71041E64024B338BF04415C727E84F8D7104141E594F07EBF0441D81FC665F7D7104177C60F05C5BF0441D514EFC1F4D7104133229FC70AC00441AB51F998F0D71041792C766B2DC004415C842CCCEDD71041214FA99E4CD00441138E5FFFD6D610415EC9BD4C66D0044151A20D47D5D61041A439FB5699D00441CE82885BD0D61041B3BEE6A8CBD0044192FD9C09CAD61041DB568042FDD00441E0A00D47C2D610415A6057E62DD10441744E5528B9D610410E17766B5DD10441E376B1B7AED61041889A61BD8BD10441BEA9E4EAA2D610415646A99EB8D10441A638A7E095D610416C3BD2FAE3D10441D723F99887D610412EB4E6A80DD204419BDB171E78D61041CE42A99E14D20441FCBEBD3975D610412EE419DC4CD10441F26203706FD6104198602E8A26D10441ECDD171E79D61041AAD26B94F9D0044134CA69D682D61041BDF1F07FCBD00441B24F55288BD610415C632E8A9CD00441AC6EDA1392D6104162E919DC6CD0044111467E8497D6104159642E8A3CD0044193B7BB8E9BD610418B46A99E52CF04416C86885BABD61041C63EFD81CFCE0441D858AB36B4D6104195EE44636ACD044132D36956CCD61041D7D1BF776ACB04419EB9E4EAEED610418B07F3AABDC80441AA1C742D1DD71041BB6C2E8A64C804411AD6923223D7104171AD0DDA0CC3044196B6E0947FD71041566857E6FDC204415225F39780D7104120F042381AC0044103E1BB8EB2D71041BAA861BDD9BF0441BC0A181EB7D71041E3DB94F098BF0441505DD03CBAD71041934CD2FA57BF044112BA5FFFBBD7104137FA19DC16BF0441CE3F4B51BCD710419389DCD1D5BE0441C6CF0D47BBD7104152F919DC94BE044197F969D6B8D71041ADED423854BE0441C2BC5FFFB4D710418B48D2FA13BE04419C19EFC1AFD7104145CCBD4CD4BD0441C6805528A9D710418E78052E95BD04411AF29232A1D710419922D2FA6BB804418433C665EBD61041D58A3A8CD2B60441126F4FA7B6D61041DE0F26DECCB60441DE8DD412B6D6104167BB4238BAB60441944C74ADB3D61041741442385A9E04415E9A4B5157D31041884DA67384990441122D37A3ACD210411DE793F05899044184606AD6E2D21041"
69,"15200002638020080765UIE3000018018",97,"26380",NULL,NULL,NULL,"010600002042140000010000000103000000010000000C0000005A6AA103B85D17411885DBFB6EBB05415513F1D3BE5D1741D2D5FE9EB6BB05411DA5850EC55D1741D48FC98DEFBB054112714E33CA5D1741F651E55429BC05418954F20ACC5D1741FCB9998843BC0541FDC46688CD5D1741DA93A0B963BC054153D9E3D3CE5D17417E9FE720A4BC0541C6ADFA22CE5D174158F38809D9BC05419C3BD332CE5D1741045C92BDCBBD05419A2FB0872E5E1741AEA08E20B0BC0541722C43842F5E1741D05C91F362BC05415A6AA103B85D17411885DBFB6EBB0541"
60,"11920002826020210124UIE1000001001",50,"28260",NULL,"항만구역(무역_인천항)","인천항","01060000204214000001000000010300000001000000210000003ED4534E00120441B5E8F998E1731B418A9F68FC351A0441CAE4A7E07D751B4139B31644731A04410BE4A7E072751B4175EE201BAF1A0441A02A895B64751B416A20D939801A04417B9BC6658F741B41C0500C6D351A044182A69D0981741B4133A6201B071B044132470E477A731B41D73D8F2D071B0441E3B5204A7A731B412F879B2F071B044171470E477A731B414F41E310301C0441A089C4BAB5731B410F9AC48BEC1D0441D615B2B70E741B41577B3FA0EC1D04416486EFC10E741B415E8B0C6D771C0441C681181EE4751B4110BC9158431E0441E2E27E8440761B41FB1173D32320044174390E4784761B412E90B0DD4C22044181A34B51BD761B41FA9302967927044102944B5110771B419C54F8BEB727044186DA2CCCFD761B41DF63522367270441B35EED16AC761B41E9DBE7666F270441B5BCA7E06C761B4142BF91580F280441C953417AC1751B410D760A42E5270441F8329107FB741B418BD570A8DB2704412443E9C0CD741B41481A006B71270441BA7B728239741B4169A470A831270441CA1FE33F90731B412ACFFB14F42604412B220EC7EC721B417AF7AFDDFE2604412C36BC8E7D721B4152A40517002504418F63C4BAAF621B411CA1E01050140441F065BC8EAF621B41FCF0982F6D130441A791181EAF621B413B66CE62020E044102FED03C0C721B41A816BAB4B6120441EE9D181EE7721B413ED4534E00120441B5E8F998E1731B41"
53,"11920004623020210124UIE3000000162",101,"46230",NULL,NULL,"광양항","010600002042140000010000000103000000010000000E000000EF06761899AA0F41E2A5857974E70241D2AC5F6A158A0F415AA4B9AC13CF0241FAAD04DB4C7D0F412CDD153C76DE024174CCFA038D830F41763B018E2CE3024194E2A84B84830F417012A5FE35E30241BF022E376E830F41C0312AEA53E302410A4C0FB2B0830F41A4FCF6B668E302413460BDF9F3830F41849F67F460E30241E44224605A8C0F410657B9ACADE902414AD10FB2FA8C0F41B615AFD525EA024104D30FB2228D0F419EF529EA43EA02415AD5BDF9D58D0F41ECCBCD5A55E902417648FC03599F0F41DAB0857974F60241EF06761899AA0F41E2A5857974E70241"
