항위치
name,x,y,sub
내평항,128.48,34.85,정주어항
녹산항,128.49,34.83,정주어항
학동항,128.64,34.77,정주어항
수산항,128.65,34.78,정주어항
오송항,128.59,34.82,정주어항
영월항,128.58,34.79,정주어항
영북항,128.58,34.8,정주어항
양지말항,128.58,34.8,정주어항
함박항,128.54,34.78,정주어항
쪽박항,128.54,34.78,정주어항
탑포항,128.6,34.76,정주어항
저구항,128.61,34.73,정주어항
여차항,128.63,34.71,정주어항
갈곶항,128.68,34.73,정주어항
명사항,128.6,34.73,정주어항
오수항,128.59,34.83,정주어항
소랑항,128.56,34.83,정주어항
실리항,128.54,34.81,정주어항
산후항,128.55,34.82,정주어항
산전항,128.53,34.82,정주어항
법동항,128.52,34.82,정주어항
고당항,128.53,34.83,정주어항
내간항,128.56,34.84,정주어항
진도항,127.96,34.96,정주어항
월등도항,127.99,34.98,정주어항
신도항,128.03,34.93,정주어항
대구항,128.07,34.89,정주어항
저도항,128.03,34.94,정주어항
마도항,128.03,34.94,정주어항
하부포항,128.03,34.92,정주어항
초양항,128.04,34.93,정주어항
중봉항,127.98,34.96,정주어항
상촌항,127.96,34.98,정주어항
비토항,127.97,34.98,정주어항
하봉항,127.99,34.97,정주어항
송도항,127.97,34.99,정주어항
검도항,127.99,34.99,정주어항
조도항,128,35.03,정주어항
환포항,128,35.03,정주어항
구랑항,128.01,35.02,정주어항
장천항,128.01,35.02,정주어항
구우진항,128.02,35,정주어항
구포항,128.01,34.99,정주어항
중촌항,128.01,34.99,정주어항
중방항,128,34.99,정주어항
선전항,127.97,34.99,정주어항
신선항,127.97,34.99,정주어항
신소항,127.97,34.99,정주어항
다맥항,127.96,34.98,정주어항
갯섬항,127.94,34.98,정주어항
내구항,127.94,35,정주어항
안도항,128.02,35.03,정주어항
검정항,128.03,35.06,정주어항
점복개항,128.02,35.04,정주어항
주문항,128.04,35,정주어항
종포항,128.04,35.02,정주어항
선진항,128.04,35.04,정주어항
금문항,128.04,35.01,정주어항
미룡항,128.05,34.98,정주어항
송포항,128.05,34.97,정주어항
광포항,128.04,34.96,정주어항
산분령항,128.03,34.95,정주어항
실안항,128.04,34.94,정주어항
미수항,128.4,34.83,정주어항
당동항,128.41,34.83,정주어항
소포항,128.41,34.86,정주어항
민양항,128.38,34.84,정주어항
외지항,128.22,34.81,정주어항
덕동항,128.22,34.84,정주어항
읍포항,128.21,34.82,정주어항
먹방항,128.24,34.83,정주어항
수우항,128.14,34.83,정주어항
답포항,128.2,34.86,정주어항
내지항,128.18,34.86,정주어항
옥동항,128.2,34.84,정주어항
대항항,128.21,34.85,정주어항
서좌항,128.5,34.8,정주어항
동좌항,128.51,34.8,정주어항
관암항,128.48,34.76,정주어항
여차항,128.49,34.76,정주어항
소고포항,128.49,34.8,정주어항
봉암항,128.51,34.76,정주어항
용초항,128.48,34.75,정주어항
상리항,128.42,34.84,정주어항
조암항,128.42,34.89,정주어항
손덕항,128.42,34.91,정주어항
창포항,128.42,34.91,정주어항
구집항,128.43,34.92,정주어항
내촌항,128.44,34.97,정주어항
서부항,128.47,34.91,정주어항
거망항,128.48,34.91,정주어항
동부항,128.47,34.92,정주어항
수도항,128.49,34.93,정주어항
어의항,128.49,34.96,정주어항
기호항,128.42,34.87,정주어항
대안항,128.43,34.88,정주어항
신리항,128.43,34.89,정주어항
삼화항,128.44,34.89,정주어항
대방포항,128.44,34.89,정주어항
내포항,128.45,34.9,정주어항
적촌항,128.46,34.9,정주어항
연기항,128.47,34.87,정주어항
오촌항,128.46,34.87,정주어항
동암항,128.46,34.87,정주어항
미조항,128.29,34.76,정주어항
대항항,128.3,34.76,정주어항
양화항,128.38,34.83,정주어항
고다골항,128.37,34.82,정주어항
모상항,128.36,34.83,정주어항
궁항항,128.38,34.81,정주어항
중화항,128.39,34.79,정주어항
우도항,128.72,35.09,정주어항
잠도항,128.66,35.15,정주어항
행암항,128.7,35.12,정주어항
삼포항,128.73,35.09,정주어항
명동항,128.72,35.1,정주어항
죽곡항,128.75,35.11,정주어항
수월항,128.34,34.82,정주어항
하천항,126.84,33.34,정주어항
세화항,126.81,33.31,정주어항
대평항,126.37,33.23,정주어항
온평항,126.9,33.41,정주어항
신산항,126.87,33.38,정주어항
태흥3항,126.74,33.29,정주어항
신흥항,126.77,33.3,정주어항
남원항,126.71,33.28,정주어항
산이수동항,126.29,33.21,정주어항
신도항,126.17,33.28,정주어항
외도연대항,126.43,33.49,정주어항
내도항,126.44,33.5,정주어항
이호현사항,126.45,33.5,정주어항
이호1동항,126.46,33.5,정주어항
도두사수항,126.48,33.51,정주어항
용담3동항,126.49,33.52,정주어항
삼양3동항,126.58,33.52,정주어항
삼양1동항,126.59,33.53,정주어항
용수항,126.17,33.32,정주어항
용당항,126.17,33.34,정주어항
두모항,126.18,33.35,정주어항
판포항,126.2,33.37,정주어항
신흥항,126.65,33.55,정주어항
신촌항,126.62,33.54,정주어항
함덕항,126.66,33.55,정주어항
북촌항,126.71,33.55,정주어항
동복항,126.71,33.56,정주어항
동김녕항,126.75,33.56,정주어항
월정항,126.8,33.56,정주어항
행원항,126.81,33.56,정주어항
한동항,126.83,33.54,정주어항
평대항,126.84,33.54,정주어항
하도항,33.53,33.53,정주어항
금성항,126.3,33.45,정주어항
곽지항,126.31,33.45,정주어항
고내항,126.34,33.47,정주어항
신엄항,126.37,33.47,정주어항
구엄항,126.38,33.48,정주어항
가문동항,126.39,33.49,정주어항
미수동항,126.4,33.48,정주어항
월령항,126.22,33.38,정주어항
금능항,126.23,33.39,정주어항
협재항,126.24,33.4,정주어항
옹포항,126.25,33.4,정주어항
용운동항,126.27,33.44,정주어항
귀덕2항,126.28,33.44,정주어항
